OC,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,DEM,SLOPE,ASPECT,evi,ssm,minimum_2m_air_temperature_median,mean_2m_air_temperature_median,maximum_2m_air_temperature_median,v_component_of_wind_10m_median,total_precipitation_median,LU1_Desc,DOMSOI,GPS_LONG,GPS_LAT
96.1,580,609,805,883,844,1541,1599,1854,1836,2015,466,233,1034,7.9392123,76.57627,1.183723798,24.593653,279.2304,282.61722,287.04468,0.08160207,0.000845,Forestry,Bd,12.88236574,48.97803554
8.7,548,708,1053,1183,1603.5,2334.5,2550.5,3076,2872,2777.5,2827,2062.5,635,5.0361443,236.55907,0.308903294,24.279942,278.8952,282.2505,286.12323,-0.04415765,0.000595,Mining and quarrying,Bd,13.59819175,48.66915314
15.4,493.5,658.5,961.5,1121.5,1753.5,2697.5,3061.5,3130.5,3480.5,3720.5,3628.5,2373,610,0.7029161,90,0.373300371,24.279942,278.8952,282.2505,286.12323,-0.04415765,0.000595,Agriculture (excluding fallow land and kitchen gardens),Bd,13.62923094,48.72217116
17.5,686,740,1023,1275,1728,2080,2269,2528,2460,1839,2509,1957,9,0.8342825,270,0.207314163,25.4,280.43823,282.95554,284.38617,0.9091853,0.001107404,Agriculture (excluding fallow land and kitchen gardens),Be,12.62698486,56.23284932
22.4,381.5,640,890,1021,1298,1701.5,1872.5,1948.5,2074.5,1781,2303.5,1555,11,0.46373534,0,0.387628446,25.4,279.03516,282.27457,284.77692,0.5964923,0.000852,Agriculture (excluding fallow land and kitchen gardens),Be,12.82891124,55.90479287
13.1,520.5,847.5,1314.5,1747,2405,2918,3252.5,3623,3837.5,3451,2480,1591.5,14,0.92740995,0,0.367382318,23.760239,279.616,282.4434,284.01007,0.7522238,0.001020678,Agriculture (excluding fallow land and kitchen gardens),Be,12.84976393,56.19213406
19.4,387,498,721,817,1257,1665,1858,1974,2061,2073,2549,1561,59,0.8291321,270,0.362531844,24.425774,279.03516,282.27457,284.77692,0.5964923,0.000852,Agriculture (excluding fallow land and kitchen gardens),Be,12.86739438,55.99387342
17.4,619,691,970,1190,1645,2197,2340,2629,2636,2540,3022,2279,16,1.9054859,240.88472,0.311930242,23.870193,279.616,282.4434,284.01007,0.7522238,0.001020678,Agriculture (excluding fallow land and kitchen gardens),Be,12.87927542,56.15549993
16,347,455,629,983,1111,1210,1336,1470,1444,1571,1754,1378,33,1.3909631,180,0.095212552,23.294865,279.27948,282.2599,284.28876,0.7418065,0.001102101,Agriculture (excluding fallow land and kitchen gardens),Be,12.89127452,56.31712948
19.8,414,701.5,946.5,1151,1552,1763,1908,1972,2152.5,1995,2922.5,2179.5,12,5.5645895,48.347446,0.284272437,23.695293,279.616,282.4434,284.01007,0.7522238,0.001020678,Agriculture (excluding fallow land and kitchen gardens),Be,12.98117892,56.22513418
11.6,261,465,796,1370,1679,1830,2016,2574,2657,2570,2268,1367,41,2.459826,340.40036,0.134358784,24.019447,278.69547,282.0136,284.63492,0.5979224,0.000797,Agriculture (excluding fallow land and kitchen gardens),Be,13.04685601,55.82782689
21.6,45.5,153.5,214,350,476.5,592,701,722.5,765,1139,945.5,672,67,4.4594765,33.875828,0.321699277,23.549114,278.55746,281.87106,284.5283,0.5750939,0.000837,Agriculture (excluding fallow land and kitchen gardens),Be,13.06361708,56.04329814
16.6,379,587,897,1165,1639,2414,2759,3298,3345,3158,3047,1738,39,3.707884,138.53607,0.229278738,24.0924,278.9414,282.51028,285.0736,0.5921658,0.000668,Agriculture (excluding fallow land and kitchen gardens),Be,13.15138908,55.53745586
14.3,365,475.5,618.5,842,1125.5,1409.5,1570.5,1681.5,1834.5,1514.5,2015,1320,80,0.9451308,60.618427,0.257649709,24.141386,278.9414,282.51028,285.0736,0.5921658,0.000668,Agriculture (excluding fallow land and kitchen gardens),Be,13.23068894,55.73335149
31.4,2258,2422,2551,2448,2562,2857,2903,2956,2910,1905,1116,518,87,1.656656,90,-0.252840909,22.8698,278.6436,281.82907,284.44788,0.58384013,0.000884,Forestry,Be,13.31383899,55.96510508
60.7,204,463,685,822.5,1060,1396.5,1640,1906,1869.5,2043,2183,1477,84,4.1354203,270,0.352585628,22.079538,278.6436,281.82907,284.44788,0.58384013,0.000884,Forestry,Be,13.37778498,55.96343304
22.5,435.5,889,1196.5,1603,1887,2177.5,2257.5,2454,2476.5,2428,2713,1851,90,0.46373534,180,0.135129068,22.240852,278.6436,281.82907,284.44788,0.58384013,0.000884,Agriculture (excluding fallow land and kitchen gardens),Be,13.43387327,55.87197478
19.3,121,360,710,983,1501,2108,2398,2684,2882,2984,2174,1312,121,0.46373534,180,0.461717769,23.539852,278.4429,281.74738,284.40973,0.64795977,0.000753,Agriculture (excluding fallow land and kitchen gardens),Be,13.51993003,55.76166946
16.9,258,466,760,1043,1326,1461,1583.5,1769,2011.5,1844,2513,2003,21,0.46373534,180,0.212153581,23.539852,279.0208,281.9848,284.61108,0.5262703,0.00081,Agriculture (excluding fallow land and kitchen gardens),Be,13.54690225,55.7069401
12.1,404,572,902,1108,1419,2333,2671,2702,2848,2918,2286,1743,75,1.8825929,60.495663,0.225100791,23.240852,278.7561,281.949,284.58026,0.47224173,0.000804,Agriculture (excluding fallow land and kitchen gardens),Be,13.81713989,55.5371501
21.8,176,284,442,535,753,878,945,1137,1150,1210,1161,824,76,0.46373534,180,0.494641385,24.026608,278.7561,281.949,284.58026,0.47224173,0.000804,Agriculture (excluding fallow land and kitchen gardens),Be,13.89090627,55.64289064
11.8,345,824.5,1021,1033,1390.5,2193.5,2519.5,2647,2690,2459,2307,1652.5,68,1.8817279,240.48074,0.822140822,23.577757,279.10107,281.76233,284.13022,0.46983042,0.000676,Agriculture (excluding fallow land and kitchen gardens),Be,14.00503424,55.51335316
17.4,237,413.5,615,740,971.5,1299.5,1432.5,1569,1599,1071.5,1925.5,1363.5,33,2.14696,49.631615,0.254686011,25.4,279.68082,282.09018,284.14197,0.5810907,0.000568,Agriculture (excluding fallow land and kitchen gardens),Be,14.03299971,55.47646837
12.1,891,1314,1788,2620,2921,3198,3577,4122,4332,4257,3612,2306,46,1.3909631,180,0.143425585,24.086802,279.68082,282.09018,284.14197,0.5810907,0.000568,Agriculture (excluding fallow land and kitchen gardens),Be,14.12584235,55.45547601
22.2,261.5,450.5,723.5,856,1231,1582.5,1752.5,1964,1965.5,2068.5,2045.5,1284.5,43,1.8802428,60.4551,0.394211091,24.086802,279.68082,282.09018,284.14197,0.5810907,0.000568,Agriculture (excluding fallow land and kitchen gardens),Be,14.1592606,55.47238195
23,703,909,1236,1650,2031,2681,2959,3120,3282,3027,3342,2233,280,8.93154,219.41975,0.315468114,9.645517,282.8147,287.59384,293.13977,-0.22425939,0.0000301,Agriculture (excluding fallow land and kitchen gardens),WR,12.16905301,43.11850913
20.4,732,1126,1475,1811,2153,2426,2557,2761,2760,2951,3516,2719,480,0.92740995,0,0.202696936,19.52514,278.60767,281.79205,285.1371,0.711043,0.000785,Agriculture (excluding fallow land and kitchen gardens),Bd,12.47157662,50.04952799
15.3,412,723,1128,1273,1770,2193,2378,2407,2655,2960,2633,1911,493,1.1708734,217.62477,0.234769528,22.246815,278.88043,282.5714,286.11472,0.094132595,0.000678,Agriculture (excluding fallow land and kitchen gardens),Bd,12.75068415,49.55727805
30.5,726,746.5,1080,1091,1667.5,2611.5,2966.5,3172,3143,2994,2705,1783.5,516,2.7262,31.800013,0.362844702,23.934477,278.5927,282.26447,285.80585,0.20813853,0.000557,Agriculture (excluding fallow land and kitchen gardens),Bd,12.87716318,49.82406712
37.2,638.5,812.5,1229.5,1439,2249.5,3058,3364.5,3633.5,3747,3883,3573.5,2277,822,2.4290245,17.442163,0.443067571,24.657127,277.63373,280.64563,284.14584,0.5274528,0.001006698,Agriculture (excluding fallow land and kitchen gardens),Bd,13.16981929,50.46412605
21.6,417,625.5,871,1119.5,1606.5,2075.5,2324.5,2625,2723.5,2647,3154.5,2107,294,7.738154,237.58253,0.3439486,17.126705,278.6761,281.66528,285.06567,0.37809882,0.001157937,Forestry,Bd,13.62969037,50.57648634
20.1,436,493,659,1014,1218,1401,1521,1738,1823,2118,2675,2152,161,2.9142573,342.5456,0.230180715,24.195446,276.80652,280.75644,284.11642,1.339425,0.000608,Agriculture (excluding fallow land and kitchen gardens),Be,12.92140897,57.98979859
48,450.5,684,1093,1507,1962.5,2317,2491.5,2655.5,2825.5,2842.5,2564.5,1915.5,232,2.0522032,154.6235,0.128658733,23.759876,276.73474,280.94675,284.27322,1.3509023,0.000543,Agriculture (excluding fallow land and kitchen gardens),Be,13.44769347,58.1933301
199.7,813,872,1244,1519,2405,3213,3490,3960,3886,3728,3622,2076,243,2.0496926,205.22801,0.380323969,23.545834,276.20355,280.3664,283.60565,1.1676102,0.000667,Agriculture (excluding fallow land and kitchen gardens),Be,13.66147988,57.95361164
33.9,466,531,714.5,930.5,1265,1653.5,1872.5,2137,2206,2747.5,2732,1935.5,326,1.3909631,0,0.360700126,24.194237,276.20355,280.3664,283.60565,1.1676102,0.000667,Forestry,Be,13.71971246,57.86197929
11.3,142,226,282,522,649,684,779,906,925,986,1347,1059,196,2.5579839,223.55681,0.144572954,23.300638,276.9704,280.65964,284.297,1.0327358,0.000551,Agriculture (excluding fallow land and kitchen gardens),Be,13.76220547,58.27494751
18.5,374,508,666,1008,1233,1370,1511,1740,1823,1880,2760,2140,206,1.8135853,255.1896,0.153607848,24.18214,276.77478,280.5545,284.1557,1.1511633,0.000687,Agriculture (excluding fallow land and kitchen gardens),Be,13.84313739,58.07457186
14.2,257,406,684,996,1380,2349,2727,2795,3158,3076,2298,1327,1,0.92740995,180,0.152987107,24.921648,281.68665,283.07535,284.84988,0.7559519,0.000858,Agriculture (excluding fallow land and kitchen gardens),Lo,12.68972243,54.32518795
65.5,354,509,740,996,1571,2123,2436,2692,2948,3349,3213,2142,184,1.6750152,90,0.362443679,24.520363,279.27948,282.2599,284.28876,0.7418065,0.001102101,Agriculture (excluding fallow land and kitchen gardens),Po,12.92897616,56.38823692
243.4,1492.5,1659.5,1796,1569,1704,2079.5,2131.5,2177,2149,2013.5,941,440.5,110,2.5019083,222.18713,-0.343615332,24.256367,277.2772,281.38007,284.34903,0.6557161,0.000976,Forestry,Po,13.49138503,56.5182216
77.2,2103,2218,2296,2235,2343,2501,2522,2472,2483,2161,985,526,100,2.5500588,100.47093,-0.266094421,22.572506,277.47098,281.28027,284.31378,0.49612558,0.00082,Forestry,Po,13.86242321,56.32768991
33.9,2041,2237,2320,2233,2394,2523,2549,2491,2440,2218,973,469,112,1.2502567,222.12163,-0.933595145,22.692099,277.67523,281.18817,284.45642,0.47883093,0.000853,Forestry,Po,14.00259274,56.43142275
40.9,3105,3467,3583,3420,3505,3483,3424,3513,3333,3442,1320,663,156,3.4280136,132.50063,-0.133015007,23.727839,277.43527,281.1232,284.66742,0.6552522,0.000863,Forestry,Po,14.05761202,56.64573842
498,1031,1191,1460,1416,1983,2663,2873,3012,3147,2696,2451,1713,196,7.36517,339.928,1.184357542,23.659584,277.1808,280.88782,284.3742,0.74941283,0.000832,Forestry,Po,14.40342299,56.81455092
181.5,2018.5,2192,2320,2197.5,2371.5,2584.5,2656.5,2703,2657.5,2516.5,1119.5,550.5,182,4.330169,102.344246,-0.45281099,23.659584,277.1808,280.88782,284.3742,0.74941283,0.000832,Forestry,Po,14.43817495,56.83138111
8.1,735,994,1431,2125,2588,2749,3028,3056,3417,3446,4042,2888,220,2.1156363,244.01099,0.144979775,10.73409,282.8147,287.59384,293.13977,-0.22425939,0.0000301,Agriculture (excluding fallow land and kitchen gardens),Be,12.21398715,43.00918171
6.2,788,1146,1664.5,2382.5,2779,2876.5,3139,3240.5,3579,3599.5,3880,2697,247,4.6702933,187.79128,0.100409074,9.27643,281.9777,287.2534,292.91895,-0.013091834,0.0000275,Agriculture (excluding fallow land and kitchen gardens),Be,12.33766835,43.04254185
6.5,490,747.5,1077,1386.5,1901,2374.5,2638,2686,2906.5,3197.5,3256,2254.5,185,6.24921,306.25024,0.295633542,8.455335,282.53198,287.364,293.36685,-0.028234806,0.0000324,Agriculture (excluding fallow land and kitchen gardens),Be,12.42738551,42.84174716
15.9,500,683,992.5,1284.5,1426,2268.5,2639,2703,2857,2778.5,2740,1578,321,3.4784553,338.7628,0.205303678,11.865778,282.20724,287.74945,293.76932,0.05117259,0.0000232,Agriculture (excluding fallow land and kitchen gardens),Be,12.5423519,42.67633425
37.4,613,828.5,1127.5,1659.5,1965,2027,2216.5,2325.5,2610,2560,3090.5,1940,283,7.293263,309.22864,0.125378107,11.865778,282.20724,287.74945,293.76932,0.05117259,0.0000232,Agriculture (excluding fallow land and kitchen gardens),Be,12.54388897,42.71243139
17.1,575,810,1171,1425,1817,2366,2607,2574,2879,2774,3054,1973,188,1.9596629,198.87741,0.151498053,9.391784,281.77798,286.89716,292.33316,0.2415373,0.0000391,Agriculture (excluding fallow land and kitchen gardens),Be,12.58150891,43.01859383
28.4,617.5,802,1167.5,1450,2033.5,2628.5,2848,2930.5,3174.5,3073,3197.5,2082,321,2.3522534,126.236244,0.323100304,8.3565445,281.6847,287.40878,293.10876,0.07724229,0.0000287,Agriculture (excluding fallow land and kitchen gardens),Be,12.62401753,42.87299179
12.8,144,485,763,902,1443,1875,1962,1863,2064,1917,1922,1353,531,9.914006,248.25525,0.30051052,23.61821,278.68076,282.09436,285.90985,0.16895108,0.000679,Agriculture (excluding fallow land and kitchen gardens),Bd,12.50391507,49.59900735
10.5,582.5,794,1124,1416.5,1982.5,2578,2755,3112.5,3162,3033,3550.5,2265,51,1.7803353,90,0.288983811,24.08289,279.30212,280.86902,282.08334,1.5507853,0.00086,Agriculture (excluding fallow land and kitchen gardens),WR,13.17875423,58.61400446
37.6,627,1068,1415,1710,2494,3388,3669,4140,4163,3607,4006,2624,273,3.7169316,97.15711,0.337988261,22.754044,274.67697,278.3306,282.02545,0.3067336,0.000543,Agriculture (excluding fallow land and kitchen gardens),Po,14.14913962,59.84926538
89.2,1777.5,3557,3708,3844,3848,3982.5,3794.5,4385,3866,3191,1782,1194,1770,20.712105,154.03467,0.276838546,23.888018,271.1141,274.66937,277.8845,-0.1555267,0.001854968,Forestry,Bd,12.65759174,46.80472927
31.8,309.5,577.5,848,940.5,1435,2323.5,2448,2061.5,2568.5,2884.5,2414,1613.5,737,5.72508,216.16443,0.437543493,23.888018,271.1141,274.66937,277.8845,-0.1555267,0.001854968,Agriculture (excluding fallow land and kitchen gardens),Bd,12.73794421,46.83875352
17.5,272,490,760,865,1190,1552,1742,1995,2198,3294,1947,1275,653,1.1485393,143.84572,0.326173883,24.053389,271.1178,274.8722,278.13788,-0.14152302,0.002089324,Agriculture (excluding fallow land and kitchen gardens),Bd,12.81552096,46.81873947
45.1,329,420,559,657,724,1186,1406,1522,1522,2257,1428,865,1405,40.062336,87.79365,-0.369404241,24.053389,271.1178,274.8722,278.13788,-0.14152302,0.002089324,Forestry,Bd,12.81744039,46.85472451
28.6,127,750,1530,1402,2003,3195,3359.5,3691,3495.5,3183,1545.5,883,1263,3.5847404,310.23984,0.579558278,25.18873,275.38046,280.39227,284.88193,0.23706925,0.002053313,Agriculture (excluding fallow land and kitchen gardens),Bd,13.03182701,47.38941082
52.4,820,951,1163,1100,1313,2457,2736,3000,3013,2777,495,335,1307,21.726236,333.34528,0.936143831,24.92021,273.90613,277.69714,282.10306,-0.007344626,0.00189033,Forestry,Bd,13.20699091,47.22224439
47,497,769,944,840,1262,1976,2267,2412,2332,2724,1536,1019,503,26.086279,12.742814,1.215189873,24.877094,277.58466,281.7918,286.39716,0.3572881,0.002185004,Forestry,Bd,13.22929613,47.58189488
45.2,345,564.5,907,1074.5,1689,2518,2879.5,3016.5,3347,3327,3840.5,2303,864,20.315287,97.53756,0.358989424,23.198975,273.40585,277.16504,281.24194,-0.3793514,0.001097809,Agriculture (excluding fallow land and kitchen gardens),Bd,13.50045495,46.87077361
45.6,799,920,1044,1088,1413,2322,2621,2959,2885,3478,1125.5,841,1347,27.568977,33.160553,1.605381166,24.497133,273.17487,276.86996,281.87466,-0.15409455,0.001827565,Forestry,Bd,13.51848206,47.1405132
33.5,365,763,1149,1706,1974,2946,3455,3347,3821,4077,3071,1903,519,1.1481066,323.8753,0.286423641,23.983435,273.40585,277.16504,281.24194,-0.3793514,0.001097809,Agriculture (excluding fallow land and kitchen gardens),Bd,13.57170677,46.76029508
62.6,451,536,589,541,817,1331,1541,1497,1817,2542,994,647,1270,18.178183,46.35556,1.710526316,24.409233,273.8679,278.09863,282.85718,-0.228186,0.001583938,Forestry,Bd,13.82901252,47.05789194
86.4,336,514.5,715.5,920,1242.5,1472.5,1655,1953.5,1994,2208.5,2568,1735,1030,32.81813,191.77933,0.314029364,18.112713,273.7396,277.8756,282.4004,0.0740832,0.002107337,Forestry,Bd,14.01701647,47.44761372
37.3,210.5,753.5,1130.5,1139,1745.5,2542,2830.5,2981,3213,3248,2768.5,1755.5,644,5.7815723,304.02603,0.428780035,24.055416,276.6327,280.56165,284.85062,0.32936162,0.001971016,Agriculture (excluding fallow land and kitchen gardens),Bd,14.15656414,47.53249615
98,148,1695,1727,1316,1323,2247,2537,3467,2716,2813,1764,788,1728,23.477032,194.29796,-0.710338476,22.840866,273.35678,277.38922,281.94418,-0.26670846,0.00133148,Agriculture (excluding fallow land and kitchen gardens),Bd,14.15852243,47.22600082
96.3,277,490,802,1125,1690,3255,3664,3267,3888,3613,2033,1287,1245,30.850409,24.785524,0.699172033,23.401188,274.6119,278.7651,283.38516,0.04533436,0.002034286,Forestry,Bd,14.42507064,47.25151561
31.5,496,1046,1277,1310,1163,1791,1751,2466,1978,2150,886,550,1113,14.100749,182.73477,3.452620968,24.009766,276.79422,280.82278,285.37506,0.25395024,0.001757602,Forestry,Bd,14.44811846,47.52099275
29.2,433.5,918.5,1396.5,1666.5,2364.5,3436,3781,4221.5,4384.5,3673.5,3961,2298,885,24.296202,208.53473,0.39314845,24.380447,274.83755,279.35928,284.0343,-0.03405725,0.001854172,Agriculture (excluding fallow land and kitchen gardens),Bd,14.52603893,47.49975789
30.5,490,998,1412,1526,1885,2649,3057,3806,3392,3957,2479,1577,1186,9.726095,64.84965,0.435881722,23.739769,274.83755,279.35928,284.0343,-0.03405725,0.001854172,Agriculture (excluding fallow land and kitchen gardens),Bd,14.58797894,47.29884348
49.3,756,3455,3721,3707,4284,4947,4644,4572,4954,2696,367,287,1286,23.276001,210.05876,0.75664228,24.216179,274.83755,279.35928,284.0343,-0.03405725,0.001854172,Forestry,Bd,14.70815406,47.45598114
21.2,367,578,976,1135,1716,2414,2635,2859,3009,3330,2876,1871,898,2.3069313,36.519337,0.385280409,24.216179,277.12085,281.37527,285.91415,0.10743156,0.001591928,Agriculture (excluding fallow land and kitchen gardens),Bd,14.71470133,47.52781882
16.3,366,553,906.5,1108,1418.5,1836.5,2079,2143,2129,2291,2318,1742.5,732,2.6880352,329.53934,0.203924855,24.444233,275.31604,280.16705,284.81107,-0.17178759,0.001116324,Agriculture (excluding fallow land and kitchen gardens),Bd,14.78580863,47.14603895
21,278,646,1095,1353,1342,2325,2884,2542,2930,3603,2096,1289,510,2.234773,114.50776,0.202358084,23.092918,276.57742,281.41754,286.36664,-0.17288713,0.000585,Agriculture (excluding fallow land and kitchen gardens),Bd,14.8119856,46.85630794
30.9,501,826,1287,1508,1700,2660,2971,2414,3132,2510,2147,1507,1081,12.327326,180,0.135984397,24.088322,276.57742,281.41754,286.36664,-0.17288713,0.000585,Agriculture (excluding fallow land and kitchen gardens),Bd,14.82350227,46.98204967
20.8,972,1706,1965,1941,2520,3331,3482,3803,3738,3341,1014,647,675,2.8904922,108.69947,1.160508083,24.010012,275.36685,280.2549,284.745,-0.12189624,0.001199281,Agriculture (excluding fallow land and kitchen gardens),Bd,14.86184622,47.39512913
37.4,2225,3357,3469,3135,3178,4578,4857,6489,5177,5229,3756,2147,838,37.207256,314.71597,0.467218332,24.094475,277.36035,281.4067,285.8793,0.020343771,0.001332099,Forestry,Bd,14.87536709,47.53878371
36.6,312,688,983,1063,1235,2007,2309,2863,2537,2170,1401,933,1365,15.059582,306.9869,-1.01511879,23.74514,275.36685,280.2549,284.745,-0.12189624,0.001199281,Forestry,Bd,14.88151281,47.32211452
91.8,418,500,582,597,960,1441,1642,1705,1760,2319,1024,646,1437,18.799217,56.847866,0.263519313,24.164076,275.31604,280.16705,284.81107,-0.17178759,0.001116324,Forestry,Bd,14.9071984,47.0323917
62.7,453,616,879,1216,1566,2088,2297,2488,2756,2480,3469,2274,1529,16.306408,102.78772,0.203754307,24.320932,275.31604,280.16705,284.81107,-0.17178759,0.001116324,Agriculture (excluding fallow land and kitchen gardens),Bd,14.93852025,47.08507624
95.7,605,839,1339,1558,1762,2330,2516,3192,3111,3166,2296,1525,1491,13.78703,285.30023,0.319416499,24.340168,276.57742,281.41754,286.36664,-0.17288713,0.000585,Agriculture (excluding fallow land and kitchen gardens),Bd,14.99507212,46.84798219
45.8,509,884,1076,1137,1915,2828,3205,3353,3709,4127,3754,2440,710,15.056294,122.79216,0.636147444,23.981253,276.15915,281.10602,285.41028,-0.34961918,0.000859,Agriculture (excluding fallow land and kitchen gardens),Bd,15.05052746,47.1520581
